dteday,season,year,month,hour,holiday,weekday,workingday,weathersit,casual,registered,total_rentals,time_of_day
2012-03-28,Summer,1,March,20,No,Wednesday,Yes,Clear,38,324,362,Evening
2012-03-28,Summer,1,March,21,No,Wednesday,Yes,Clear,28,233,261,Evening
2012-03-28,Summer,1,March,22,No,Wednesday,Yes,Clear,21,151,172,Evening
2012-03-28,Summer,1,March,23,No,Wednesday,Yes,Clear,12,81,93,Evening
2012-03-29,Summer,1,March,0,No,Thursday,Yes,Clear,10,38,48,Night
2012-03-29,Summer,1,March,1,No,Thursday,Yes,Clear,15,18,33,Night
2012-03-29,Summer,1,March,2,No,Thursday,Yes,Clear,0,6,6,Night
2012-03-29,Summer,1,March,3,No,Thursday,Yes,Clear,1,4,5,Night
2012-03-29,Summer,1,March,4,No,Thursday,Yes,Clear,1,8,9,Night
2012-03-29,Summer,1,March,5,No,Thursday,Yes,Clear,2,30,32,Night
2012-03-29,Summer,1,March,6,No,Thursday,Yes,Clear,3,114,117,Morning
2012-03-29,Summer,1,March,7,No,Thursday,Yes,Clear,14,353,367,Morning
2012-03-29,Summer,1,March,8,No,Thursday,Yes,Clear,26,628,654,Morning
2012-03-29,Summer,1,March,9,No,Thursday,Yes,Clear,22,299,321,Morning
2012-03-29,Summer,1,March,10,No,Thursday,Yes,Clear,42,124,166,Morning
2012-03-29,Summer,1,March,11,No,Thursday,Yes,Clear,54,166,220,Morning
2012-03-29,Summer,1,March,12,No,Thursday,Yes,Clear,64,228,292,Afternoon
2012-03-29,Summer,1,March,13,No,Thursday,Yes,Clear,50,223,273,Afternoon
2012-03-29,Summer,1,March,14,No,Thursday,Yes,Clear,63,175,238,Afternoon
2012-03-29,Summer,1,March,15,No,Thursday,Yes,Clear,109,198,307,Afternoon
2012-03-29,Summer,1,March,16,No,Thursday,Yes,Clear,67,321,388,Afternoon
2012-03-29,Summer,1,March,17,No,Thursday,Yes,Clear,83,620,703,Afternoon
2012-03-29,Summer,1,March,18,No,Thursday,Yes,Clear,83,598,681,Evening
2012-03-29,Summer,1,March,19,No,Thursday,Yes,Clear,47,421,468,Evening
2012-03-29,Summer,1,March,20,No,Thursday,Yes,Clear,34,301,335,Evening
2012-03-29,Summer,1,March,21,No,Thursday,Yes,Clear,10,214,224,Evening
2012-03-29,Summer,1,March,22,No,Thursday,Yes,Clear,17,135,152,Evening
2012-03-29,Summer,1,March,23,No,Thursday,Yes,Clear,17,77,94,Evening
2012-03-30,Summer,1,March,0,No,Friday,Yes,Clear,10,49,59,Night
2012-03-30,Summer,1,March,1,No,Friday,Yes,Clear,6,21,27,Night
2012-03-30,Summer,1,March,2,No,Friday,Yes,Clear,1,6,7,Night
2012-03-30,Summer,1,March,3,No,Friday,Yes,Clear,0,7,7,Night
2012-03-30,Summer,1,March,4,No,Friday,Yes,Clear,1,1,2,Night
2012-03-30,Summer,1,March,5,No,Friday,Yes,Clear,0,26,26,Night
2012-03-30,Summer,1,March,6,No,Friday,Yes,Clear,5,81,86,Morning
2012-03-30,Summer,1,March,7,No,Friday,Yes,Clear,9,280,289,Morning
2012-03-30,Summer,1,March,8,No,Friday,Yes,Clear,38,555,593,Morning
2012-03-30,Summer,1,March,9,No,Friday,Yes,Clear,29,292,321,Morning
2012-03-30,Summer,1,March,10,No,Friday,Yes,Mist,50,137,187,Morning
2012-03-30,Summer,1,March,11,No,Friday,Yes,Mist,48,153,201,Morning
2012-03-30,Summer,1,March,12,No,Friday,Yes,Mist,62,208,270,Afternoon
2012-03-30,Summer,1,March,13,No,Friday,Yes,Light rain,44,198,242,Afternoon
2012-03-30,Summer,1,March,14,No,Friday,Yes,Light rain,56,173,229,Afternoon
2012-03-30,Summer,1,March,15,No,Friday,Yes,Light rain,73,207,280,Afternoon
2012-03-30,Summer,1,March,16,No,Friday,Yes,Light rain,75,292,367,Afternoon
2012-03-30,Summer,1,March,17,No,Friday,Yes,Mist,93,513,606,Afternoon
2012-03-30,Summer,1,March,18,No,Friday,Yes,Clear,68,492,560,Evening
2012-03-30,Summer,1,March,19,No,Friday,Yes,Clear,42,353,395,Evening
2012-03-30,Summer,1,March,20,No,Friday,Yes,Clear,17,192,209,Evening
2012-03-30,Summer,1,March,21,No,Friday,Yes,Clear,30,190,220,Evening
2012-03-30,Summer,1,March,22,No,Friday,Yes,Clear,23,130,153,Evening
2012-03-30,Summer,1,March,23,No,Friday,Yes,Clear,16,107,123,Evening
2012-03-31,Summer,1,March,0,No,Saturday,No,Clear,12,80,92,Night
2012-03-31,Summer,1,March,1,No,Saturday,No,Mist,17,65,82,Night
2012-03-31,Summer,1,March,2,No,Saturday,No,Mist,14,55,69,Night
2012-03-31,Summer,1,March,3,No,Saturday,No,Clear,10,21,31,Night
2012-03-31,Summer,1,March,4,No,Saturday,No,Clear,4,4,8,Night
2012-03-31,Summer,1,March,5,No,Saturday,No,Clear,0,5,5,Night
2012-03-31,Summer,1,March,6,No,Saturday,No,Mist,7,16,23,Morning
2012-03-31,Summer,1,March,7,No,Saturday,No,Mist,5,39,44,Morning
2012-03-31,Summer,1,March,8,No,Saturday,No,Mist,19,126,145,Morning
2012-03-31,Summer,1,March,9,No,Saturday,No,Mist,62,161,223,Morning
2012-03-31,Summer,1,March,10,No,Saturday,No,Mist,108,205,313,Morning
2012-03-31,Summer,1,March,11,No,Saturday,No,Clear,184,279,463,Morning
2012-03-31,Summer,1,March,12,No,Saturday,No,Clear,263,358,621,Afternoon
2012-03-31,Summer,1,March,13,No,Saturday,No,Clear,265,373,638,Afternoon
2012-03-31,Summer,1,March,14,No,Saturday,No,Mist,240,311,551,Afternoon
2012-03-31,Summer,1,March,15,No,Saturday,No,Mist,275,330,605,Afternoon
2012-03-31,Summer,1,March,16,No,Saturday,No,Mist,243,292,535,Afternoon
2012-03-31,Summer,1,March,17,No,Saturday,No,Clear,238,305,543,Afternoon
2012-03-31,Summer,1,March,18,No,Saturday,No,Mist,102,239,341,Evening
2012-03-31,Summer,1,March,19,No,Saturday,No,Clear,93,191,284,Evening
2012-03-31,Summer,1,March,20,No,Saturday,No,Mist,52,156,208,Evening
2012-03-31,Summer,1,March,21,No,Saturday,No,Mist,36,107,143,Evening
2012-03-31,Summer,1,March,22,No,Saturday,No,Mist,40,116,156,Evening
2012-03-31,Summer,1,March,23,No,Saturday,No,Mist,12,100,112,Evening
2012-04-01,Summer,1,April,0,No,Sunday,No,Mist,8,59,67,Night
2012-04-01,Summer,1,April,1,No,Sunday,No,Mist,13,49,62,Night
2012-04-01,Summer,1,April,2,No,Sunday,No,Mist,20,61,81,Night
2012-04-01,Summer,1,April,3,No,Sunday,No,Mist,4,21,25,Night
2012-04-01,Summer,1,April,4,No,Sunday,No,Mist,3,9,12,Night
2012-04-01,Summer,1,April,5,No,Sunday,No,Mist,8,10,18,Night
2012-04-01,Summer,1,April,6,No,Sunday,No,Mist,9,88,97,Morning
2012-04-01,Summer,1,April,7,No,Sunday,No,Mist,29,55,84,Morning
2012-04-01,Summer,1,April,8,No,Sunday,No,Mist,37,88,125,Morning
2012-04-01,Summer,1,April,9,No,Sunday,No,Mist,102,173,275,Morning
2012-04-01,Summer,1,April,10,No,Sunday,No,Mist,132,228,360,Morning
2012-04-01,Summer,1,April,11,No,Sunday,No,Mist,180,271,451,Morning
2012-04-01,Summer,1,April,12,No,Sunday,No,Mist,187,258,445,Afternoon
2012-04-01,Summer,1,April,13,No,Sunday,No,Mist,190,274,464,Afternoon
2012-04-01,Summer,1,April,14,No,Sunday,No,Mist,283,278,561,Afternoon
2012-04-01,Summer,1,April,15,No,Sunday,No,Clear,295,278,573,Afternoon
2012-04-01,Summer,1,April,16,No,Sunday,No,Clear,236,275,511,Afternoon
2012-04-01,Summer,1,April,17,No,Sunday,No,Clear,232,323,555,Afternoon
2012-04-01,Summer,1,April,18,No,Sunday,No,Clear,153,279,432,Evening
2012-04-01,Summer,1,April,19,No,Sunday,No,Clear,110,236,346,Evening
2012-04-01,Summer,1,April,20,No,Sunday,No,Mist,66,166,232,Evening
2012-04-01,Summer,1,April,21,No,Sunday,No,Mist,33,101,134,Evening
2012-04-01,Summer,1,April,22,No,Sunday,No,Light rain,7,61,68,Evening
2012-04-01,Summer,1,April,23,No,Sunday,No,Light rain,10,53,63,Evening
2012-04-02,Summer,1,April,0,No,Monday,Yes,Light rain,6,11,17,Night
2012-04-02,Summer,1,April,1,No,Monday,Yes,Light rain,0,5,5,Night
2012-04-02,Summer,1,April,2,No,Monday,Yes,Light rain,2,3,5,Night
2012-04-02,Summer,1,April,4,No,Monday,Yes,Clear,2,2,4,Night
2012-04-02,Summer,1,April,5,No,Monday,Yes,Clear,2,22,24,Night
2012-04-02,Summer,1,April,6,No,Monday,Yes,Clear,6,104,110,Morning
2012-04-02,Summer,1,April,7,No,Monday,Yes,Clear,12,294,306,Morning
2012-04-02,Summer,1,April,8,No,Monday,Yes,Clear,36,553,589,Morning
2012-04-02,Summer,1,April,9,No,Monday,Yes,Clear,52,265,317,Morning
2012-04-02,Summer,1,April,10,No,Monday,Yes,Clear,85,119,204,Morning
2012-04-02,Summer,1,April,11,No,Monday,Yes,Clear,81,128,209,Morning
2012-04-02,Summer,1,April,12,No,Monday,Yes,Clear,100,181,281,Afternoon
2012-04-02,Summer,1,April,13,No,Monday,Yes,Clear,97,184,281,Afternoon
2012-04-02,Summer,1,April,14,No,Monday,Yes,Clear,127,141,268,Afternoon
2012-04-02,Summer,1,April,15,No,Monday,Yes,Clear,132,192,324,Afternoon
2012-04-02,Summer,1,April,16,No,Monday,Yes,Clear,104,291,395,Afternoon
2012-04-02,Summer,1,April,17,No,Monday,Yes,Clear,128,601,729,Afternoon
2012-04-02,Summer,1,April,18,No,Monday,Yes,Clear,75,543,618,Evening
2012-04-02,Summer,1,April,19,No,Monday,Yes,Clear,66,428,494,Evening
2012-04-02,Summer,1,April,20,No,Monday,Yes,Clear,48,281,329,Evening
2012-04-02,Summer,1,April,21,No,Monday,Yes,Clear,24,214,238,Evening
2012-04-02,Summer,1,April,22,No,Monday,Yes,Clear,17,106,123,Evening
2012-04-02,Summer,1,April,23,No,Monday,Yes,Clear,6,60,66,Evening
2012-04-03,Summer,1,April,0,No,Tuesday,Yes,Clear,1,32,33,Night
2012-04-03,Summer,1,April,1,No,Tuesday,Yes,Clear,0,11,11,Night
2012-04-03,Summer,1,April,2,No,Tuesday,Yes,Clear,0,5,5,Night
2012-04-03,Summer,1,April,3,No,Tuesday,Yes,Clear,0,3,3,Night
2012-04-03,Summer,1,April,4,No,Tuesday,Yes,Clear,0,1,1,Night
2012-04-03,Summer,1,April,5,No,Tuesday,Yes,Clear,2,25,27,Night
2012-04-03,Summer,1,April,6,No,Tuesday,Yes,Clear,2,98,100,Morning
2012-04-03,Summer,1,April,7,No,Tuesday,Yes,Clear,14,327,341,Morning
2012-04-03,Summer,1,April,8,No,Tuesday,Yes,Clear,27,577,604,Morning
2012-04-03,Summer,1,April,9,No,Tuesday,Yes,Clear,54,354,408,Morning
2012-04-03,Summer,1,April,10,No,Tuesday,Yes,Clear,77,142,219,Morning
2012-04-03,Summer,1,April,11,No,Tuesday,Yes,Clear,91,167,258,Morning
2012-04-03,Summer,1,April,12,No,Tuesday,Yes,Clear,101,230,331,Afternoon
2012-04-03,Summer,1,April,13,No,Tuesday,Yes,Clear,120,225,345,Afternoon
2012-04-03,Summer,1,April,14,No,Tuesday,Yes,Clear,120,191,311,Afternoon
2012-04-03,Summer,1,April,15,No,Tuesday,Yes,Clear,109,207,316,Afternoon
2012-04-03,Summer,1,April,16,No,Tuesday,Yes,Clear,145,340,485,Afternoon
2012-04-03,Summer,1,April,17,No,Tuesday,Yes,Clear,123,634,757,Afternoon
2012-04-03,Summer,1,April,18,No,Tuesday,Yes,Clear,139,661,800,Evening
2012-04-03,Summer,1,April,19,No,Tuesday,Yes,Clear,98,460,558,Evening
2012-04-03,Summer,1,April,20,No,Tuesday,Yes,Clear,54,325,379,Evening
2012-04-03,Summer,1,April,21,No,Tuesday,Yes,Clear,33,210,243,Evening
2012-04-03,Summer,1,April,22,No,Tuesday,Yes,Clear,25,133,158,Evening
2012-04-03,Summer,1,April,23,No,Tuesday,Yes,Clear,13,66,79,Evening
2012-04-04,Summer,1,April,0,No,Wednesday,Yes,Clear,18,23,41,Night
2012-04-04,Summer,1,April,1,No,Wednesday,Yes,Clear,0,11,11,Night
2012-04-04,Summer,1,April,2,No,Wednesday,Yes,Clear,0,5,5,Night
2012-04-04,Summer,1,April,3,No,Wednesday,Yes,Clear,0,3,3,Night
2012-04-04,Summer,1,April,4,No,Wednesday,Yes,Clear,0,1,1,Night
2012-04-04,Summer,1,April,5,No,Wednesday,Yes,Clear,0,27,27,Night
2012-04-04,Summer,1,April,6,No,Wednesday,Yes,Mist,6,120,126,Morning
2012-04-04,Summer,1,April,7,No,Wednesday,Yes,Mist,12,354,366,Morning
2012-04-04,Summer,1,April,8,No,Wednesday,Yes,Mist,31,653,684,Morning
2012-04-04,Summer,1,April,9,No,Wednesday,Yes,Mist,47,316,363,Morning
2012-04-04,Summer,1,April,10,No,Wednesday,Yes,Mist,68,99,167,Morning
2012-04-04,Summer,1,April,11,No,Wednesday,Yes,Mist,61,152,213,Morning
2012-04-04,Summer,1,April,12,No,Wednesday,Yes,Mist,73,210,283,Afternoon
2012-04-04,Summer,1,April,13,No,Wednesday,Yes,Mist,70,181,251,Afternoon
2012-04-04,Summer,1,April,14,No,Wednesday,Yes,Mist,82,176,258,Afternoon
2012-04-04,Summer,1,April,15,No,Wednesday,Yes,Mist,86,182,268,Afternoon
2012-04-04,Summer,1,April,16,No,Wednesday,Yes,Mist,86,304,390,Afternoon
2012-04-04,Summer,1,April,17,No,Wednesday,Yes,Clear,99,645,744,Afternoon
2012-04-04,Summer,1,April,18,No,Wednesday,Yes,Clear,113,646,759,Evening
2012-04-04,Summer,1,April,19,No,Wednesday,Yes,Clear,75,419,494,Evening
2012-04-04,Summer,1,April,20,No,Wednesday,Yes,Clear,39,333,372,Evening
2012-04-04,Summer,1,April,21,No,Wednesday,Yes,Clear,43,255,298,Evening
2012-04-04,Summer,1,April,22,No,Wednesday,Yes,Clear,30,151,181,Evening
2012-04-04,Summer,1,April,23,No,Wednesday,Yes,Clear,19,112,131,Evening
2012-04-05,Summer,1,April,0,No,Thursday,Yes,Clear,12,33,45,Night
2012-04-05,Summer,1,April,1,No,Thursday,Yes,Clear,4,9,13,Night
2012-04-05,Summer,1,April,2,No,Thursday,Yes,Clear,7,11,18,Night
2012-04-05,Summer,1,April,3,No,Thursday,Yes,Clear,0,5,5,Night
2012-04-05,Summer,1,April,4,No,Thursday,Yes,Clear,0,1,1,Night
2012-04-05,Summer,1,April,5,No,Thursday,Yes,Clear,1,28,29,Night
2012-04-05,Summer,1,April,6,No,Thursday,Yes,Clear,8,118,126,Morning
2012-04-05,Summer,1,April,7,No,Thursday,Yes,Clear,15,339,354,Morning
2012-04-05,Summer,1,April,8,No,Thursday,Yes,Clear,28,610,638,Morning
2012-04-05,Summer,1,April,9,No,Thursday,Yes,Clear,61,290,351,Morning
2012-04-05,Summer,1,April,10,No,Thursday,Yes,Clear,88,158,246,Morning
2012-04-05,Summer,1,April,11,No,Thursday,Yes,Mist,109,159,268,Morning
2012-04-05,Summer,1,April,12,No,Thursday,Yes,Clear,66,210,276,Afternoon
2012-04-05,Summer,1,April,13,No,Thursday,Yes,Clear,89,202,291,Afternoon
2012-04-05,Summer,1,April,14,No,Thursday,Yes,Clear,143,144,287,Afternoon
2012-04-05,Summer,1,April,15,No,Thursday,Yes,Clear,98,171,269,Afternoon
2012-04-05,Summer,1,April,16,No,Thursday,Yes,Clear,84,318,402,Afternoon
2012-04-05,Summer,1,April,17,No,Thursday,Yes,Clear,145,677,822,Afternoon
2012-04-05,Summer,1,April,18,No,Thursday,Yes,Clear,80,618,698,Evening
2012-04-05,Summer,1,April,19,No,Thursday,Yes,Clear,64,423,487,Evening
2012-04-05,Summer,1,April,20,No,Thursday,Yes,Clear,33,279,312,Evening
2012-04-05,Summer,1,April,21,No,Thursday,Yes,Clear,25,209,234,Evening
2012-04-05,Summer,1,April,22,No,Thursday,Yes,Clear,20,129,149,Evening
2012-04-05,Summer,1,April,23,No,Thursday,Yes,Clear,12,124,136,Evening
2012-04-06,Summer,1,April,0,No,Friday,Yes,Clear,12,49,61,Night
2012-04-06,Summer,1,April,1,No,Friday,Yes,Clear,10,28,38,Night
2012-04-06,Summer,1,April,2,No,Friday,Yes,Clear,6,5,11,Night
2012-04-06,Summer,1,April,3,No,Friday,Yes,Clear,3,5,8,Night
2012-04-06,Summer,1,April,4,No,Friday,Yes,Clear,2,3,5,Night
2012-04-06,Summer,1,April,5,No,Friday,Yes,Clear,0,23,23,Night
2012-04-06,Summer,1,April,6,No,Friday,Yes,Clear,0,80,80,Morning
2012-04-06,Summer,1,April,7,No,Friday,Yes,Clear,15,231,246,Morning
2012-04-06,Summer,1,April,8,No,Friday,Yes,Clear,19,489,508,Morning
2012-04-06,Summer,1,April,9,No,Friday,Yes,Clear,58,318,376,Morning
2012-04-06,Summer,1,April,10,No,Friday,Yes,Clear,81,157,238,Morning
2012-04-06,Summer,1,April,11,No,Friday,Yes,Clear,112,179,291,Morning
2012-04-06,Summer,1,April,12,No,Friday,Yes,Clear,113,224,337,Afternoon
2012-04-06,Summer,1,April,13,No,Friday,Yes,Clear,173,238,411,Afternoon
2012-04-06,Summer,1,April,14,No,Friday,Yes,Clear,240,250,490,Afternoon
2012-04-06,Summer,1,April,15,No,Friday,Yes,Clear,218,319,537,Afternoon
2012-04-06,Summer,1,April,16,No,Friday,Yes,Clear,184,352,536,Afternoon
2012-04-06,Summer,1,April,17,No,Friday,Yes,Clear,172,483,655,Afternoon
2012-04-06,Summer,1,April,18,No,Friday,Yes,Clear,104,380,484,Evening
2012-04-06,Summer,1,April,19,No,Friday,Yes,Clear,115,297,412,Evening
2012-04-06,Summer,1,April,20,No,Friday,Yes,Clear,61,191,252,Evening
2012-04-06,Summer,1,April,21,No,Friday,Yes,Clear,54,136,190,Evening
2012-04-06,Summer,1,April,22,No,Friday,Yes,Clear,34,124,158,Evening
2012-04-06,Summer,1,April,23,No,Friday,Yes,Clear,21,92,113,Evening
2012-04-07,Summer,1,April,0,No,Saturday,No,Clear,9,85,94,Night
2012-04-07,Summer,1,April,1,No,Saturday,No,Clear,9,60,69,Night
2012-04-07,Summer,1,April,2,No,Saturday,No,Clear,11,25,36,Night
2012-04-07,Summer,1,April,3,No,Saturday,No,Clear,7,21,28,Night
2012-04-07,Summer,1,April,4,No,Saturday,No,Clear,3,4,7,Night
2012-04-07,Summer,1,April,5,No,Saturday,No,Clear,0,2,2,Night
2012-04-07,Summer,1,April,6,No,Saturday,No,Clear,1,18,19,Morning
2012-04-07,Summer,1,April,7,No,Saturday,No,Clear,14,40,54,Morning
2012-04-07,Summer,1,April,8,No,Saturday,No,Clear,29,94,123,Morning
2012-04-07,Summer,1,April,9,No,Saturday,No,Clear,103,173,276,Morning
2012-04-07,Summer,1,April,10,No,Saturday,No,Clear,187,176,363,Morning
2012-04-07,Summer,1,April,11,No,Saturday,No,Clear,251,244,495,Morning
2012-04-07,Summer,1,April,12,No,Saturday,No,Clear,320,270,590,Afternoon
2012-04-07,Summer,1,April,13,No,Saturday,No,Clear,355,288,643,Afternoon
2012-04-07,Summer,1,April,14,No,Saturday,No,Clear,326,252,578,Afternoon
2012-04-07,Summer,1,April,15,No,Saturday,No,Clear,321,305,626,Afternoon
2012-04-07,Summer,1,April,16,No,Saturday,No,Clear,354,261,615,Afternoon
2012-04-07,Summer,1,April,17,No,Saturday,No,Clear,299,268,567,Afternoon
2012-04-07,Summer,1,April,18,No,Saturday,No,Clear,227,290,517,Evening
2012-04-07,Summer,1,April,19,No,Saturday,No,Clear,170,243,413,Evening
2012-04-07,Summer,1,April,20,No,Saturday,No,Clear,73,135,208,Evening
2012-04-07,Summer,1,April,21,No,Saturday,No,Clear,75,159,234,Evening
2012-04-07,Summer,1,April,22,No,Saturday,No,Clear,76,106,182,Evening
2012-04-07,Summer,1,April,23,No,Saturday,No,Clear,32,86,118,Evening
2012-04-08,Summer,1,April,0,No,Sunday,No,Clear,21,64,85,Night
2012-04-08,Summer,1,April,1,No,Sunday,No,Clear,14,50,64,Night
2012-04-08,Summer,1,April,2,No,Sunday,No,Clear,7,25,32,Night
2012-04-08,Summer,1,April,3,No,Sunday,No,Clear,8,18,26,Night
2012-04-08,Summer,1,April,4,No,Sunday,No,Clear,0,7,7,Night
2012-04-08,Summer,1,April,5,No,Sunday,No,Clear,4,8,12,Night
2012-04-08,Summer,1,April,6,No,Sunday,No,Clear,7,21,28,Morning
2012-04-08,Summer,1,April,7,No,Sunday,No,Clear,12,25,37,Morning
2012-04-08,Summer,1,April,8,No,Sunday,No,Clear,19,65,84,Morning
2012-04-08,Summer,1,April,9,No,Sunday,No,Clear,71,108,179,Morning
2012-04-08,Summer,1,April,10,No,Sunday,No,Clear,113,186,299,Morning
2012-04-08,Summer,1,April,11,No,Sunday,No,Clear,195,209,404,Morning
2012-04-08,Summer,1,April,12,No,Sunday,No,Clear,198,259,457,Afternoon
2012-04-08,Summer,1,April,13,No,Sunday,No,Clear,229,254,483,Afternoon
2012-04-08,Summer,1,April,14,No,Sunday,No,Clear,254,249,503,Afternoon
2012-04-08,Summer,1,April,15,No,Sunday,No,Clear,260,226,486,Afternoon
2012-04-08,Summer,1,April,16,No,Sunday,No,Clear,232,244,476,Afternoon
2012-04-08,Summer,1,April,17,No,Sunday,No,Clear,185,226,411,Afternoon
2012-04-08,Summer,1,April,18,No,Sunday,No,Clear,151,159,310,Evening
2012-04-08,Summer,1,April,19,No,Sunday,No,Clear,89,187,276,Evening
2012-04-08,Summer,1,April,20,No,Sunday,No,Clear,65,146,211,Evening
2012-04-08,Summer,1,April,21,No,Sunday,No,Clear,53,77,130,Evening
2012-04-08,Summer,1,April,22,No,Sunday,No,Clear,33,85,118,Evening
2012-04-08,Summer,1,April,23,No,Sunday,No,Clear,10,41,51,Evening
2012-04-09,Summer,1,April,0,No,Monday,Yes,Clear,8,29,37,Night
2012-04-09,Summer,1,April,1,No,Monday,Yes,Clear,4,12,16,Night
2012-04-09,Summer,1,April,2,No,Monday,Yes,Clear,2,4,6,Night
2012-04-09,Summer,1,April,3,No,Monday,Yes,Clear,0,3,3,Night
2012-04-09,Summer,1,April,4,No,Monday,Yes,Clear,2,3,5,Night
2012-04-09,Summer,1,April,5,No,Monday,Yes,Clear,2,30,32,Night
2012-04-09,Summer,1,April,6,No,Monday,Yes,Clear,3,108,111,Morning
2012-04-09,Summer,1,April,7,No,Monday,Yes,Clear,11,320,331,Morning
2012-04-09,Summer,1,April,8,No,Monday,Yes,Clear,22,595,617,Morning
2012-04-09,Summer,1,April,9,No,Monday,Yes,Clear,50,236,286,Morning
2012-04-09,Summer,1,April,10,No,Monday,Yes,Clear,65,113,178,Morning
2012-04-09,Summer,1,April,11,No,Monday,Yes,Clear,96,127,223,Morning
2012-04-09,Summer,1,April,12,No,Monday,Yes,Clear,94,186,280,Afternoon
2012-04-09,Summer,1,April,13,No,Monday,Yes,Clear,108,173,281,Afternoon
2012-04-09,Summer,1,April,14,No,Monday,Yes,Clear,66,152,218,Afternoon
2012-04-09,Summer,1,April,15,No,Monday,Yes,Clear,82,173,255,Afternoon
2012-04-09,Summer,1,April,16,No,Monday,Yes,Clear,81,310,391,Afternoon
2012-04-09,Summer,1,April,17,No,Monday,Yes,Clear,67,565,632,Afternoon
2012-04-09,Summer,1,April,18,No,Monday,Yes,Clear,60,586,646,Evening
2012-04-09,Summer,1,April,19,No,Monday,Yes,Clear,35,386,421,Evening
2012-04-09,Summer,1,April,20,No,Monday,Yes,Clear,21,255,276,Evening
2012-04-09,Summer,1,April,21,No,Monday,Yes,Light rain,14,151,165,Evening
2012-04-09,Summer,1,April,22,No,Monday,Yes,Mist,6,102,108,Evening
2012-04-09,Summer,1,April,23,No,Monday,Yes,Clear,6,61,67,Evening
2012-04-10,Summer,1,April,0,No,Tuesday,Yes,Mist,3,23,26,Night
2012-04-10,Summer,1,April,1,No,Tuesday,Yes,Clear,0,9,9,Night
2012-04-10,Summer,1,April,2,No,Tuesday,Yes,Clear,0,2,2,Night
2012-04-10,Summer,1,April,3,No,Tuesday,Yes,Clear,0,2,2,Night
2012-04-10,Summer,1,April,4,No,Tuesday,Yes,Clear,0,2,2,Night
2012-04-10,Summer,1,April,5,No,Tuesday,Yes,Clear,0,24,24,Night
2012-04-10,Summer,1,April,6,No,Tuesday,Yes,Clear,3,100,103,Morning
2012-04-10,Summer,1,April,7,No,Tuesday,Yes,Clear,16,368,384,Morning
2012-04-10,Summer,1,April,8,No,Tuesday,Yes,Clear,22,670,692,Morning
2012-04-10,Summer,1,April,9,No,Tuesday,Yes,Clear,16,303,319,Morning
2012-04-10,Summer,1,April,10,No,Tuesday,Yes,Clear,49,132,181,Morning
2012-04-10,Summer,1,April,11,No,Tuesday,Yes,Clear,78,161,239,Morning
2012-04-10,Summer,1,April,12,No,Tuesday,Yes,Clear,75,184,259,Afternoon
2012-04-10,Summer,1,April,13,No,Tuesday,Yes,Clear,81,202,283,Afternoon
2012-04-10,Summer,1,April,14,No,Tuesday,Yes,Clear,75,149,224,Afternoon
2012-04-10,Summer,1,April,15,No,Tuesday,Yes,Clear,46,157,203,Afternoon
2012-04-10,Summer,1,April,16,No,Tuesday,Yes,Clear,66,296,362,Afternoon
2012-04-10,Summer,1,April,17,No,Tuesday,Yes,Clear,88,656,744,Afternoon
2012-04-10,Summer,1,April,18,No,Tuesday,Yes,Clear,78,626,704,Evening
2012-04-10,Summer,1,April,19,No,Tuesday,Yes,Clear,51,428,479,Evening
2012-04-10,Summer,1,April,20,No,Tuesday,Yes,Clear,34,248,282,Evening
2012-04-10,Summer,1,April,21,No,Tuesday,Yes,Clear,15,191,206,Evening
2012-04-10,Summer,1,April,22,No,Tuesday,Yes,Clear,9,118,127,Evening
2012-04-10,Summer,1,April,23,No,Tuesday,Yes,Clear,14,48,62,Evening
2012-04-11,Summer,1,April,0,No,Wednesday,Yes,Clear,8,22,30,Night
2012-04-11,Summer,1,April,1,No,Wednesday,Yes,Clear,3,9,12,Night
2012-04-11,Summer,1,April,2,No,Wednesday,Yes,Clear,0,2,2,Night
2012-04-11,Summer,1,April,3,No,Wednesday,Yes,Clear,0,2,2,Night
2012-04-11,Summer,1,April,5,No,Wednesday,Yes,Clear,1,26,27,Night
2012-04-11,Summer,1,April,6,No,Wednesday,Yes,Clear,3,103,106,Morning
2012-04-11,Summer,1,April,7,No,Wednesday,Yes,Clear,18,303,321,Morning
2012-04-11,Summer,1,April,8,No,Wednesday,Yes,Clear,14,581,595,Morning
2012-04-11,Summer,1,April,9,No,Wednesday,Yes,Mist,20,282,302,Morning
2012-04-11,Summer,1,April,10,No,Wednesday,Yes,Mist,26,127,153,Morning
2012-04-11,Summer,1,April,11,No,Wednesday,Yes,Mist,38,142,180,Morning
2012-04-11,Summer,1,April,12,No,Wednesday,Yes,Mist,35,147,182,Afternoon
2012-04-11,Summer,1,April,13,No,Wednesday,Yes,Mist,16,147,163,Afternoon
2012-04-11,Summer,1,April,14,No,Wednesday,Yes,Clear,34,101,135,Afternoon
2012-04-11,Summer,1,April,15,No,Wednesday,Yes,Light rain,50,152,202,Afternoon
2012-04-11,Summer,1,April,16,No,Wednesday,Yes,Clear,51,256,307,Afternoon
2012-04-11,Summer,1,April,17,No,Wednesday,Yes,Clear,52,527,579,Afternoon
2012-04-11,Summer,1,April,18,No,Wednesday,Yes,Light rain,39,546,585,Evening
2012-04-11,Summer,1,April,19,No,Wednesday,Yes,Clear,28,356,384,Evening
